boat_type_MDBT,boat_type_NMTR,boat_type_OBFR,boat_type_TKBO,engine_hp,fuel_type_kerosene,fuel_type_none,fuel_type_petrol,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_kmh,trip_days,trip_month,distance_km,wind_kph,wave_height_m,total_hours,region_North Western,region_Northern,region_Southern,region_Western,is_multi_day,has_engine
True,False,False,False,128,False,False,False,8,2000,1000,24.076,2,3,24.07,10.4,1.61,17.0,True,False,False,False,1,1
False,False,True,False,27,False,False,True,4,500,200,37.04,2,8,72.86,6.7,1.12,20.6,False,False,False,True,1,1
False,False,False,True,27,True,False,False,4,300,100,14.816,1,11,23.45,20.9,2.13,11.3,True,False,False,False,0,1
False,False,True,False,82,False,False,True,3,500,200,37.04,1,11,33.09,17.3,2.34,10.8,True,False,False,False,0,1
False,False,False,False,332,False,False,False,12,10000,30000,18.52,19,3,757.47,25.4,1.81,217.8,False,False,True,False,1,1
False,False,True,False,76,False,False,True,6,500,200,37.04,1,7,80.53,28.8,1.02,12.4,False,False,False,False,0,1
False,False,False,False,308,False,False,False,14,10000,30000,18.52,31,7,445.98,25.9,2.19,288.6,True,False,False,False,1,1
True,False,False,False,82,False,False,False,10,2000,1000,24.076,1,5,122.39,23.3,1.43,16.5,False,False,True,False,0,1
False,False,False,False,314,False,False,False,15,10000,30000,18.52,43,7,444.23,6.4,1.16,343.7,False,False,False,True,1,1
False,False,True,False,64,False,False,True,5,500,200,37.04,2,3,21.45,18.7,1.57,20.7,True,False,False,False,1,1
False,False,False,False,481,False,False,False,12,10000,30000,18.52,16,3,144.57,10.1,1.42,112.8,False,False,False,False,1,1
True,False,False,False,85,False,False,False,9,2000,1000,24.076,1,8,121.04,25.9,2.11,18.0,False,False,True,False,0,1
False,False,False,True,18,True,False,False,2,300,100,14.816,1,9,24.8,25.1,2.28,9.6,False,False,False,True,0,1
False,False,False,True,29,True,False,False,2,300,100,14.816,1,6,47.18,15.8,2.49,13.7,False,False,True,False,0,1
False,False,True,False,28,False,False,True,5,500,200,37.04,2,11,71.05,28.2,1.13,22.6,False,False,True,False,1,1
False,False,True,False,49,False,False,True,6,500,200,37.04,2,7,44.35,21.9,1.97,16.1,False,False,True,False,1,1
True,False,False,False,117,False,False,False,6,2000,1000,24.076,3,10,77.81,19.5,1.69,30.2,False,False,False,True,1,1
False,False,True,False,26,False,False,True,4,500,200,37.04,2,1,87.71,19.6,0.59,20.3,False,False,False,False,1,1
True,False,False,False,97,False,False,False,8,2000,1000,24.076,5,12,62.05,16.6,0.91,51.6,False,False,False,True,1,1
True,False,False,False,143,False,False,False,7,2000,1000,24.076,5,8,123.44,5.8,0.87,57.8,False,False,False,True,1,1
False,False,True,False,83,False,False,True,6,500,200,37.04,2,6,72.26,7.4,1.95,21.6,False,True,False,False,1,1
False,False,False,True,19,True,False,False,4,300,100,14.816,1,1,47.89,29.0,2.26,14.1,False,False,True,False,0,1
False,False,False,False,313,False,False,False,12,10000,30000,18.52,41,11,288.63,5.1,2.36,343.2,True,False,False,False,1,1
False,False,True,False,67,False,False,True,3,500,200,37.04,2,11,57.25,28.2,1.05,16.8,False,False,False,True,1,1
False,False,True,False,62,False,False,True,3,500,200,37.04,2,2,10.8,14.1,2.2,20.0,False,True,False,False,1,1
False,False,True,False,46,False,False,True,5,500,200,37.04,1,8,63.23,22.6,1.3,12.8,True,False,False,False,0,1
True,False,False,False,138,False,False,False,9,2000,1000,24.076,4,8,154.33,28.8,2.24,50.2,True,False,False,False,1,1
False,False,False,False,207,False,False,False,19,10000,30000,18.52,35,4,122.58,11.2,1.82,293.5,False,False,True,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,7,3.06,20.5,2.37,7.6,False,False,False,True,0,0
False,False,False,True,19,True,False,False,3,300,100,14.816,1,2,16.77,6.8,0.76,10.1,False,False,False,True,0,1
False,False,True,False,61,False,False,True,4,500,200,37.04,1,8,93.1,8.9,0.76,11.9,False,False,True,False,0,1
False,False,True,False,60,False,False,True,3,500,200,37.04,2,6,78.81,26.6,0.64,20.1,True,False,False,False,1,1
False,False,True,False,34,False,False,True,6,500,200,37.04,2,12,18.97,17.2,0.48,15.5,False,False,True,False,1,1
True,False,False,False,148,False,False,False,7,2000,1000,24.076,3,10,158.81,12.8,1.48,43.1,False,False,True,False,1,1
False,False,True,False,68,False,False,True,4,500,200,37.04,1,2,65.23,8.1,1.84,11.6,False,False,False,True,0,1
False,False,True,False,84,False,False,True,4,500,200,37.04,2,7,64.03,28.3,1.93,16.5,False,False,False,True,1,1
True,False,False,False,139,False,False,False,10,2000,1000,24.076,1,10,128.92,14.2,0.49,20.1,False,True,False,False,0,1
True,False,False,False,144,False,False,False,7,2000,1000,24.076,4,10,51.2,24.8,1.68,30.7,False,False,False,True,1,1
False,False,False,True,23,True,False,False,4,300,100,14.816,1,7,13.72,5.2,2.0,10.3,False,False,False,True,0,1
False,False,True,False,37,False,False,True,5,500,200,37.04,1,1,74.66,17.8,1.65,12.1,False,False,False,True,0,1
False,False,False,True,18,True,False,False,3,300,100,14.816,1,11,47.84,16.2,0.82,15.4,True,False,False,False,0,1
True,False,False,False,101,False,False,False,8,2000,1000,24.076,3,1,97.43,10.9,1.79,37.2,False,False,False,True,1,1
False,False,False,False,426,False,False,False,14,10000,30000,18.52,20,2,276.46,21.7,2.35,198.8,False,False,False,True,1,1
False,False,True,False,73,False,False,True,5,500,200,37.04,2,1,92.7,22.7,1.67,19.5,True,False,False,False,1,1
False,False,False,False,495,False,False,False,12,10000,30000,18.52,21,4,197.44,10.0,0.66,207.0,True,False,False,False,1,1
True,False,False,False,132,False,False,False,7,2000,1000,24.076,4,3,124.31,12.4,0.55,46.9,False,False,False,True,1,1
False,False,False,True,29,True,False,False,4,300,100,14.816,1,1,16.28,16.0,1.91,10.6,False,False,False,True,0,1
False,False,False,False,452,False,False,False,15,10000,30000,18.52,24,9,381.04,14.8,1.08,206.1,False,False,False,True,1,1
False,False,True,False,64,False,False,True,4,500,200,37.04,2,7,35.41,11.3,2.02,14.5,False,False,True,False,1,1
False,False,False,False,439,False,False,False,13,10000,30000,18.52,10,11,577.78,18.3,0.53,145.1,False,False,True,False,1,1
False,False,False,False,385,False,False,False,16,10000,30000,18.52,43,12,97.26,18.1,0.78,367.3,False,False,True,False,1,1
False,False,True,False,32,False,False,True,4,500,200,37.04,1,1,10.66,25.9,1.09,8.8,False,False,False,True,0,1
False,False,True,False,55,False,False,True,3,500,200,37.04,2,6,89.93,6.9,1.23,24.4,False,True,False,False,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,7,11.18,15.4,0.56,13.8,False,False,False,True,0,0
True,False,False,False,94,False,False,False,7,2000,1000,24.076,4,1,133.13,27.5,2.42,47.1,False,False,False,True,1,1
False,False,True,False,40,False,False,True,4,500,200,37.04,2,2,43.73,18.9,0.81,20.2,True,False,False,False,1,1
False,False,True,False,81,False,False,True,6,500,200,37.04,1,2,14.22,21.9,1.24,10.1,False,False,False,False,0,1
True,False,False,False,63,False,False,False,10,2000,1000,24.076,2,9,137.41,12.7,1.56,23.7,False,False,False,True,1,1
True,False,False,False,142,False,False,False,10,2000,1000,24.076,3,7,152.28,11.6,2.48,37.9,False,False,False,True,1,1
False,False,False,False,324,False,False,False,16,10000,30000,18.52,32,8,368.72,15.5,1.97,242.6,False,False,False,True,1,1
True,False,False,False,69,False,False,False,8,2000,1000,24.076,3,7,18.44,8.4,0.81,30.6,False,False,True,False,1,1
False,False,False,True,25,True,False,False,3,300,100,14.816,1,10,38.17,19.7,1.17,13.3,False,False,False,True,0,1
False,False,False,False,262,False,False,False,19,10000,30000,18.52,21,1,363.77,10.7,2.1,173.3,False,False,False,True,1,1
True,False,False,False,130,False,False,False,10,2000,1000,24.076,4,3,86.42,17.1,1.83,34.6,False,False,False,True,1,1
True,False,False,False,95,False,False,False,7,2000,1000,24.076,2,3,23.22,22.4,0.73,16.0,False,True,False,False,1,1
False,False,True,False,81,False,False,True,6,500,200,37.04,1,5,55.1,8.9,1.92,11.7,False,False,False,False,0,1
False,False,True,False,43,False,False,True,4,500,200,37.04,2,5,37.66,26.7,0.94,19.0,False,False,False,True,1,1
False,False,True,False,40,False,False,True,4,500,200,37.04,1,1,90.1,8.2,0.52,13.0,True,False,False,False,0,1
False,False,True,False,77,False,False,True,4,500,200,37.04,1,12,28.77,6.5,0.93,11.4,True,False,False,False,0,1
False,False,True,False,40,False,False,True,4,500,200,37.04,2,12,6.12,24.2,0.8,14.2,False,False,False,True,1,1
False,False,True,False,46,False,False,True,3,500,200,37.04,2,2,69.12,9.6,1.61,16.7,False,False,False,True,1,1
False,False,False,False,259,False,False,False,13,10000,30000,18.52,10,6,557.91,12.4,1.76,122.3,False,False,True,False,1,1
False,False,True,False,42,False,False,True,6,500,200,37.04,2,6,78.02,8.6,1.87,20.4,False,False,False,True,1,1
False,False,False,True,29,True,False,False,3,300,100,14.816,1,11,29.15,7.0,2.33,10.4,False,False,False,False,0,1
False,False,True,False,38,False,False,True,3,500,200,37.04,1,1,17.36,25.8,2.32,7.4,False,False,False,True,0,1
False,False,False,True,30,True,False,False,4,300,100,14.816,1,6,17.52,7.3,2.09,11.7,False,False,False,True,0,1
False,False,True,False,25,False,False,True,6,500,200,37.04,2,6,14.7,16.1,1.47,20.8,False,False,False,True,1,1
True,False,False,False,125,False,False,False,10,2000,1000,24.076,4,3,113.92,14.1,1.92,35.4,False,False,True,False,1,1
False,False,True,False,69,False,False,True,5,500,200,37.04,1,12,66.63,16.1,1.66,10.4,False,False,False,True,0,1
True,False,False,False,136,False,False,False,9,2000,1000,24.076,1,7,27.47,29.4,1.34,8.5,False,False,True,False,0,1
False,False,True,False,70,False,False,True,6,500,200,37.04,2,3,64.77,25.2,1.58,18.4,False,False,True,False,1,1
False,False,True,False,36,False,False,True,5,500,200,37.04,1,8,88.02,28.1,2.45,12.0,False,False,True,False,0,1
False,False,True,False,35,False,False,True,6,500,200,37.04,2,2,55.54,19.6,2.43,15.5,True,False,False,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,8,1.9,29.6,0.3,9.2,False,False,True,False,0,0
False,False,True,False,31,False,False,True,4,500,200,37.04,1,10,91.91,11.6,1.46,14.4,False,False,False,False,0,1
False,False,True,False,67,False,False,True,4,500,200,37.04,2,2,25.34,26.8,1.57,19.8,False,False,False,True,1,1
False,False,False,False,355,False,False,False,14,10000,30000,18.52,40,10,500.8,16.7,1.41,344.5,False,False,True,False,1,1
False,False,True,False,82,False,False,True,4,500,200,37.04,1,12,35.31,6.0,1.19,10.2,False,False,False,True,0,1
False,False,True,False,51,False,False,True,5,500,200,37.04,1,1,84.65,19.2,1.07,10.7,False,False,False,True,0,1
True,False,False,False,96,False,False,False,7,2000,1000,24.076,1,11,136.13,25.7,1.59,20.5,False,False,False,False,0,1
False,False,True,False,79,False,False,True,5,500,200,37.04,2,12,83.97,5.4,1.35,23.1,False,False,False,True,1,1
True,False,False,False,98,False,False,False,7,2000,1000,24.076,5,10,16.79,10.1,1.15,39.4,False,False,False,True,1,1
False,False,True,False,75,False,False,True,3,500,200,37.04,1,3,12.4,27.0,1.53,6.9,False,False,True,False,0,1
False,False,True,False,68,False,False,True,3,500,200,37.04,2,8,91.14,16.3,2.36,23.3,False,False,False,False,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,11,8.91,18.9,0.47,11.9,False,False,True,False,0,0
False,False,True,False,70,False,False,True,3,500,200,37.04,2,6,9.73,23.2,0.99,14.4,False,False,False,True,1,1
False,False,True,False,69,False,False,True,4,500,200,37.04,1,2,89.02,20.7,1.72,12.1,False,False,False,True,0,1
True,False,False,False,110,False,False,False,8,2000,1000,24.076,3,12,63.46,23.3,1.12,24.1,True,False,False,False,1,1
False,False,True,False,78,False,False,True,4,500,200,37.04,2,8,62.95,9.0,2.39,22.7,False,False,False,False,1,1
False,False,True,False,47,False,False,True,6,500,200,37.04,2,1,90.48,21.4,0.74,18.7,False,False,False,True,1,1
False,False,True,False,30,False,False,True,5,500,200,37.04,1,5,73.03,23.4,1.64,10.5,False,True,False,False,0,1
True,False,False,False,117,False,False,False,7,2000,1000,24.076,1,6,86.95,7.3,1.0,13.7,False,False,True,False,0,1
True,False,False,False,147,False,False,False,10,2000,1000,24.076,3,1,145.0,26.5,1.57,37.2,False,False,True,False,1,1
True,False,False,False,93,False,False,False,9,2000,1000,24.076,2,6,59.43,19.7,0.45,18.4,False,True,False,False,1,1
False,False,True,False,39,False,False,True,6,500,200,37.04,1,10,83.71,28.3,0.34,14.1,False,False,True,False,0,1
False,False,False,True,13,True,False,False,3,300,100,14.816,1,9,36.12,27.0,0.41,14.5,False,False,False,True,0,1
True,False,False,False,72,False,False,False,9,2000,1000,24.076,5,4,49.66,17.8,1.8,46.5,False,False,True,False,1,1
False,False,True,False,55,False,False,True,4,500,200,37.04,2,2,41.42,29.1,1.24,20.0,False,False,True,False,1,1
False,False,True,False,83,False,False,True,6,500,200,37.04,1,8,53.11,25.6,2.05,11.9,False,False,False,True,0,1
False,False,True,False,40,False,False,True,5,500,200,37.04,2,12,15.81,20.0,1.37,20.3,False,False,True,False,1,1
False,False,True,False,30,False,False,True,3,500,200,37.04,2,8,35.85,10.8,0.84,14.4,False,False,False,False,1,1
True,False,False,False,115,False,False,False,8,2000,1000,24.076,3,11,152.13,25.1,2.47,31.6,False,False,True,False,1,1
False,False,True,False,68,False,False,True,5,500,200,37.04,1,1,79.85,9.7,1.88,12.7,False,False,False,True,0,1
False,False,False,True,12,True,False,False,3,300,100,14.816,1,1,33.2,12.6,0.61,11.7,True,False,False,False,0,1
False,False,True,False,32,False,False,True,5,500,200,37.04,1,2,62.67,24.4,1.16,9.4,False,False,False,True,0,1
False,False,True,False,55,False,False,True,6,500,200,37.04,1,11,43.43,11.2,0.46,10.7,False,False,True,False,0,1
False,False,False,True,27,True,False,False,3,300,100,14.816,1,10,33.31,6.2,2.35,13.5,False,False,False,False,0,1
True,False,False,False,96,False,False,False,6,2000,1000,24.076,5,11,140.0,27.9,2.16,45.0,False,False,True,False,1,1
False,False,True,False,28,False,False,True,6,500,200,37.04,1,1,37.39,23.0,0.54,12.0,False,False,False,True,0,1
False,False,True,False,80,False,False,True,4,500,200,37.04,2,7,36.71,25.4,2.23,19.4,True,False,False,False,1,1
False,False,True,False,31,False,False,True,6,500,200,37.04,2,1,28.37,26.4,0.51,16.3,False,False,False,True,1,1
False,False,False,False,219,False,False,False,19,10000,30000,18.52,36,1,60.44,8.4,1.48,284.2,False,False,False,True,1,1
False,False,False,True,28,True,False,False,2,300,100,14.816,1,2,27.17,12.4,0.96,10.3,False,False,False,True,0,1
True,False,False,False,94,False,False,False,7,2000,1000,24.076,5,6,21.2,6.9,2.4,49.0,False,False,False,True,1,1
False,False,False,True,20,True,False,False,2,300,100,14.816,1,12,39.88,20.1,1.41,15.2,True,False,False,False,0,1
True,False,False,False,140,False,False,False,10,2000,1000,24.076,4,4,130.48,21.6,0.56,47.5,False,False,False,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,7,8.98,14.8,2.39,12.3,False,False,True,False,0,0
False,False,True,False,53,False,False,True,4,500,200,37.04,1,2,62.49,16.3,1.47,12.7,False,False,True,False,0,1
False,False,True,False,30,False,False,True,5,500,200,37.04,2,4,19.37,18.8,0.83,20.8,False,False,False,False,1,1
False,False,True,False,39,False,False,True,4,500,200,37.04,1,11,70.14,25.0,0.7,13.3,True,False,False,False,0,1
True,False,False,False,133,False,False,False,6,2000,1000,24.076,5,9,67.26,7.0,0.62,37.4,False,False,False,False,1,1
True,False,False,False,76,False,False,False,10,2000,1000,24.076,2,11,155.05,11.0,1.28,25.5,False,False,True,False,1,1
True,False,False,False,108,False,False,False,10,2000,1000,24.076,4,8,153.05,19.5,0.42,44.7,False,False,False,True,1,1
True,False,False,False,108,False,False,False,7,2000,1000,24.076,5,3,42.6,19.2,1.98,40.4,False,False,False,True,1,1
False,False,True,False,70,False,False,True,4,500,200,37.04,2,1,78.46,6.3,1.18,19.8,False,False,False,False,1,1
False,False,True,False,67,False,False,True,4,500,200,37.04,2,9,59.68,17.1,0.78,20.9,False,False,False,True,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,2,8.66,21.7,1.42,9.3,False,False,True,False,0,0
False,False,True,False,72,False,False,True,6,500,200,37.04,2,3,19.78,17.3,1.84,16.4,False,False,True,False,1,1
False,False,False,True,27,True,False,False,4,300,100,14.816,1,8,30.64,16.8,2.18,13.6,False,False,False,False,0,1
True,False,False,False,62,False,False,False,7,2000,1000,24.076,5,3,117.46,9.9,0.77,46.2,True,False,False,False,1,1
True,False,False,False,69,False,False,False,9,2000,1000,24.076,4,10,28.44,23.2,0.57,34.9,False,False,True,False,1,1
False,False,False,True,27,True,False,False,2,300,100,14.816,1,10,8.58,19.8,0.72,9.7,False,False,True,False,0,1
False,False,False,False,427,False,False,False,16,10000,30000,18.52,29,10,250.53,15.9,1.75,233.2,True,False,False,False,1,1
True,False,False,False,85,False,False,False,10,2000,1000,24.076,4,10,60.82,6.2,1.67,34.2,False,False,False,True,1,1
False,False,True,False,83,False,False,True,4,500,200,37.04,2,12,73.51,11.0,0.73,22.1,False,False,False,True,1,1
False,False,True,False,55,False,False,True,6,500,200,37.04,1,2,45.41,7.5,1.17,11.9,False,False,False,False,0,1
False,False,False,False,371,False,False,False,16,10000,30000,18.52,19,2,359.14,29.3,2.2,206.0,False,False,True,False,1,1
True,False,False,False,139,False,False,False,6,2000,1000,24.076,4,8,149.07,9.3,1.5,37.4,False,False,False,False,1,1
False,False,False,True,21,True,False,False,3,300,100,14.816,1,2,19.96,5.3,1.17,10.1,False,False,False,True,0,1
False,False,False,True,14,True,False,False,4,300,100,14.816,1,5,43.47,12.9,2.16,14.5,False,False,False,True,0,1
False,False,True,False,89,False,False,True,6,500,200,37.04,1,7,68.62,13.2,1.33,13.6,False,False,True,False,0,1
False,False,False,True,30,True,False,False,3,300,100,14.816,1,5,4.55,12.5,0.38,8.2,False,False,False,False,0,1
False,False,False,True,22,True,False,False,4,300,100,14.816,1,11,45.36,28.5,0.91,14.9,False,False,False,False,0,1
True,False,False,False,74,False,False,False,10,2000,1000,24.076,5,12,71.15,28.9,2.32,42.7,False,False,False,True,1,1
True,False,False,False,94,False,False,False,6,2000,1000,24.076,2,9,124.65,8.3,0.83,29.7,False,False,False,True,1,1
True,False,False,False,150,False,False,False,8,2000,1000,24.076,2,6,112.74,24.9,0.47,26.0,False,False,False,False,1,1
True,False,False,False,99,False,False,False,8,2000,1000,24.076,3,12,87.78,14.0,1.48,30.6,False,False,False,True,1,1
False,False,False,False,441,False,False,False,18,10000,30000,18.52,21,12,466.79,10.1,2.12,181.0,False,False,False,True,1,1
False,False,True,False,69,False,False,True,4,500,200,37.04,2,4,17.62,29.3,0.74,13.6,False,False,False,True,1,1
True,False,False,False,128,False,False,False,7,2000,1000,24.076,2,3,51.94,18.0,0.57,21.4,False,False,True,False,1,1
False,False,True,False,62,False,False,True,5,500,200,37.04,1,8,32.12,27.3,1.25,9.6,False,False,False,False,0,1
